Respondent.ID,Wave,S0_Sample,Province,Segment,Q20_Bank usage,Q21_Main bank,Q1_Main Bank 1,Q2_NPS Main bank 1,Q2_1_Reason for NPS Main bank 1,Q3_Likelihood to recommend Mobile Banking_Main Bank 1,Q3_1_Reason for likelihood to recommend Mobile Banking_Main Bank 1,Q4_CSAT Product_Main Bank 1,Q5_CSAT Service_Main Bank 1,Q6_CSAT Price & Promotion_Main Bank 1,Q7_CSAT Convenience_Main Bank 1,Q8_CSAT Experience_Main Bank 1,Q9a_R1_Debit Card_Main Bank 1,Q9a_R2_Credit card_Main Bank 1,Q9a_R4_Banca_Main Bank 1,Q9a_R6_Terms deposit_Main Bank 1,Q9a_R7_Bond/Funds_Main Bank 1,Q9a_R8_Secured Loan_Main Bank 1,Q9a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 1,Q9a_The lowest rated product's score_Main Bank 1,Q9a_The lowest rated product_Main Bank 1,Q9a_1_Reason for the lowest rated product's CSAT_Main Bank 1,Q9_R1_Branch_Main Bank 1,Q9_R2_Telesales_Main Bank 1,Q9_R3_Call Center_Main Bank 1,Q9_R4_Fanpage_Main Bank 1,Q9_R6_ATM_Main Bank 1,Q9_The lowest rated channel's score_Main Bank 1,Q9_The lowest rated channel_Main Bank 1,Q9_1_Reason for the lowest rated channel's CSAT_Main Bank 1,Q10_Main bank 2,Q11_NPS Main bank 2,Q11_1_Reason for NPS Main bank 2,Q31_Likelihood to recommend Mobile Banking_Main Bank 2,Q31_1_Reason for likelihood to recommend Mobile Banking_Main Bank 2,Q12_CSAT Product_Main Bank 2,Q13_CSAT Service_Main Bank 2,Q14_CSAT Price & Promotion_Main Bank 2,Q15_CSAT Convenience_Main Bank 2,Q16_CSAT Experience_Main Bank 2,Q17a_R1_Debit Card_Main Bank 2,Q17a_R2_Credit card_Main Bank 2,Q17a_R4_Banca_Main Bank 2,Q17a_R6_Terms deposit_Main Bank 2,Q17a_R7_Bond/Funds_Main Bank 2,Q17a_R8_Secured Loan_Main Bank 2,Q17a_R9_Unsecured Loan/ Overdraft without Collateral_Main Bank 2,Q17a_The lowest rated product's score_Main Bank 2,Q17a_The lowest rated product_Main Bank 2,Q17a_1_Reason for the lowest rated product's CSAT_Main Bank 2,Q17_R1_Branch_Main Bank 2,Q17_R2_Telesales_Main Bank 2,Q17_R3_Call Center_Main Bank 2,Q17_R4_Fanpage_Main Bank 2,Q17_R6_ATM_Main Bank 2,Q17_The lowest rated channel's score_Main Bank 2,Q17_The lowest rated channel_Main Bank 2,Q17_1_Reason for the lowest rated channel's CSAT_Main Bank 2,Q18_Brand Awareness,Q18a_Drive customer value by sustainably protecting and growing assets,Q18a.1_The bank provides experienced RMs and product's experts,"Q18a.2_The bank provides innovative, exclusive, investment solutions that ensure a seamless experience",Q18a.3_The bank offers impressive customer loyalty program,"Q18b_Your trusted partner to unlock opportunities in the most flexible and convenient way, empowering you to make the most of life on your own terms",Q18b.1_The bank offers intuitive and user-friendly digital banking services to manage your payments and grow your assets continuously,Q18b.2_The bank opens opportunities through solutions designed specifically for you,Q18b.3_The bank provides flexible customer loyalty program which brings customer satisfaction,Q18c.1_The bank gives me the feeling of safety and trust when using products and services,Q18c.2_The bank offers solution tailored to my needs,Q18c.3_The bank accompanies me to persuade my financial goals,Q18c.4_The bank deliver greater experiences
REi1cwFrjG1gylTOFRQ30g==,Q1'25,Offline,Ha Noi,AFF,VPBank,VPBank,VPBank,10,"là ngân hàng  có tiếng được nhiều người  tin dùng , giờ làm việc hợp lý  với khách hàng  . thẻ dùng  da dụng  có nhiều tính năng  hấp dẫn phù hợp khách hàng",10,"chuyền tiền  không cần ra ngân hàng chỉ cần 1 thao tác  . tiện lợi  thanh toán  mọi lúc moi nơi , giao diện dễ sử dụng",5,5,4,5,4,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Debit,"thanh  toán  nhanh không cần cầm tiền mặt , an toàn khi sử dụng  phí thường niên  thấp . thanh toán có nhiều ưu dãi",4,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,4,Branch,"chi nhanh có nhiều  , nhân  viên giải quyết nhanh  chóng  , làm việc giờ hành chính lên iện lợi cho khách hàng",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",VPBank,VPBank,VPBank,VPBank,,,,,VPBank,VPBank,VPBank,VPBank
Ytg5jywlC62RLh1sw0GBhg==,Q1'25,Offline,Ha Noi,AFF,BIDV,BIDV,BIDV,9,"Chuyển tiền nhanh, bảo mật thông tin khách hàng tốt. Ngân hàng uy tín lâu năm",9,Có thể thanh toán nhiều loại hoá đơn rất tiện lợi.,4,5,4,4,5,I do not use this bank product,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,Minh bạch về lãi suất. Có lãi suất khi gửi online cao hơn sổ thông thường,5,Not use in recent 1 month,Not use in recent 1 month,5,Not use in recent 1 month,5,Fanpage,Content trẻ trung năng động. Bắt trend nhanh và hợp xu hướng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",BIDV,BIDV,BIDV,BIDV,,,,,BIDV,BIDV,BIDV,BIDV
13FcGgrjQSILf9kyVD5gpA==,Q1'25,Offline,Ha Noi,AFF,VPBank,VPBank,VPBank,9,Ngân hàng hiện đại có sự phát triển mạnh về tài chính và rủi ro cho khách hàng thấp,9,Nhận tiền và chuyển tiền nhanh,5,4,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,Lãi cao khi cần rút thủ tục nhanh,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",VPBank,BIDV,VPBank,VPBank,,,,,VPBank,VPBank,VPBank,VPBank
PUqw7SNYsePAa5Izgm8I9A==,Q1'25,Offline,Ha Noi,AFF,VPBank,VPBank,VPBank,10,"Ngân hàng có nhiều chi nhánh , thao tác chuyển khoản đơn giản không nhiều bước",9,"Thao tác trên ứng dụng đơn giản , ít bước , nhanh gọn . Bảo mật cá nhân tốt",5,4,5,5,4,4,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,"Được chấp nhận ở thanh toán ở nhiều điểm , được hoàn tiền khi chi tiêu bằng thẻ visa",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",VPBank,VPBank,VPBank,VPBank,,,,,VPBank,VPBank,VPBank,VPBank
evL1SLJDT8AMbzNuUBQUlg==,Q1'25,Offline,Ha Noi,MAF,"Vietcombank,MBBank",Vietcombank,Vietcombank,9,"Tiện lợi, dễ sử dụng, phí duy trì hợp lí",10,"Bảo mật cao, ít khi bảo trì",4,5,5,4,5,5,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,"Hạn mức thanh toán cao, có nhiều ưu đãi khi thanh toán",5,Not use in recent 1 month,5,Not use in recent 1 month,Not use in recent 1 month,5,Branch,"Phòng giao dịch sạch sẽ, chỗ ngồi chờ thoải mái, nhân viên hỗ trợ nhanh chóng",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank,Vietcombank
VDSwnYIHZ/abuKQunb1YoQ==,Q1'25,Offline,Ha Noi,MAF,"BIDV,MBBank",BIDV,BIDV,9,Nhân viên giao dịch tai quầy rất chuyên nghiêp và lịch sự vơi khách hàng giải thích dễ hiểu các gói sản phẩm dịch vụ của ngân hàng,9,các ứng dụng chuyển tiền và các thanh toán điên nhanh và chính xác,5,5,4,5,5,I do not use this bank product,4,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Credit card,"Nhiều chính sách giảm giá độc quyền ,miễn lại 45 ngày để khách hàng cân đối chi tiêu hoàn trả không mất lãi",5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,ATM,"Tiền trong máy luôn có sẵn hiếm khi cây hêt tiền ,máy atm hiện đại và luôn được vệ sinh sạch sẽ",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,BIDV,BIDV,BIDV,MB Bank,BIDV,BIDV,BIDV,BIDV
o9Ns86FvnAYghWe/jqdikw==,Q1'25,Offline,Ha Noi,AFF,"Vietcombank,MBBank",Vietcombank,Vietcombank,9,"Là Ngân hàng lâu đời, uy tín, bảo mật cao.",10,"Dễ nhận, dễ thao tác, dễ sử dụng.",4,4,4,5,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"Lãi suất cao, đa dạng kỳ hạn để lựa chọn.",4,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,Branch,"Phòng giao dịch sang trọng sạch sẽ, nhân viên nhiệt tình chu đáo.",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Vietcombank,Vietcombank,Vietcombank,None of above,,,,,Vietcombank,None of above,Vietcombank,Vietcombank
TUs0s/Azq960Thq6Ofe9Ow==,Q1'25,Offline,Ha Noi,MAF,MBBank,MBBank,MBBank,10,"Dễ sử dụng, uy tín cao bảo mật thông tin khách hàng tốt",10,"Không hay bị lỗi bảo trì, chuyển nhận tiền nhanh chóng",5,5,4,5,5,5,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Debit,"Thẻ bền đẹp, miễn phí phát hành và phí dịch vụ",5,Not use in recent 1 month,5,Not use in recent 1 month,Not use in recent 1 month,5,Call Center,"Hỗ trợ khách hàng nhanh chóng, chuyên viên nhiệt tình",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank
Or/9DMybj6sqWBh2VTylfg==,Q1'25,Offline,Ha Noi,AFF,"MBBank,ACB,Vietcombank",ACB,ACB,10,"gửi tiết kiệm được lãi suất cao, nhiều ưu đãi và quà tặng cho khách Vip gửi tiết kiệm nhiều , bảo mật tài khoản  cao , có nhiều chi nhánh và phòng giao dịch giúp khách hàng dễ tiếp cận dịch vụ",9,"chỉ cần điện thoại có mạng 4G là có thể chuyển khoản thanh toán ngay trên điện thoại di động, kiểm tra được tài khoản tiết kiệm lãi suất ngay trên điện thoại mà không phải ra phòng giao dịch, app chuyển tiền nhanh dễ sử dụng không bị đơ app hay lỗi giao dịch khi thanh toán",5,5,5,4,4,5,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"lãi suất cao và minh bạch , có nhiều hạn mức gửi với các lọai lãi suất khác nhanh cho người gửi dễ chọn, gửi tiết kiệm online được cộng thêm lãi suất",5,Not use in recent 1 month,5,Not use in recent 1 month,Not use in recent 1 month,5,Branch,"phòng giao dịch gần chỗ tôi rất thuận tiện , các giao dịch được xử lí nhanh , có ghế ngồi chờ và nước uống trong lúc chờ làm thủ tục",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
c3y2+cZGpDmrguR5n+Mjow==,Q1'25,Offline,Ha Noi,MAF,ACB,ACB,ACB,9,"Nhân viên am hiểu tư vấn dịch vụ dễ hiểu,nhiều chi nhánh thuận tiện khi cần đến.",9,"Không bị gián đoạn khi giao dịch,có nhiều dịch vụ khác hay như bảo hiểm ưu đãi,mở lối đầu tư",4,5,4,5,4,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Credit card,"Đăng ký mở thẻ dễ, mua sắm dễ,được hoàn phí thường niên.",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,ACB,ACB,ACB,ACB,ACB,ACB,ACB,ACB
BK2hpkUI43ZBPTR+W1YEaw==,Q1'25,Offline,Ha Noi,MAF,"Techcombank,Vietcombank,MBBank",MBBank,MBBank,9,"Giao dịch nhanh, không bị lỗi khi giao dịch.
Không mất phí khi giao dịch
Nhiều cây atm để rút tiền mặt, nhiều điểm giao dịch để vào nếu cần thắc mắc",9,"Dễ tìm kiếm app
Dễ tải về
Giao dịch nhanh, nhận và chuyển tiền nhanh.
App không bị lỗi
Không mất phí",4,4,4,5,4,4,4,3,4,3,4,4,3,Banca,"Vì tôi chưa dùng bh của mb bank. Nên không thể đánh giá dc lợi ích của nó.
Nhưng xét về bảo hiểm nói chung thì bảo hiểm mb bank cũng được mọi người khen và giới thiệu đó là bảo hiểm của ngân hàng mb.",4,3,4,3,5,3,Telesales,Không thấy nhân viên ngân hàng gọi giới thiệu gì,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,MB Bank,MB Bank,None of above,MB Bank,MB Bank,MB Bank,MB Bank,MB Bank
cuNDnbT3B2TCWxOgmopMYw==,Q1'25,Offline,Ha Noi,AFF,Vietcombank,Vietcombank,Vietcombank,9,Nhiều chi nhánh ngân hàng rộng khắp cả nước giúp khách hàng dễ dàng giao dịch khi cần thiết mà không cần phải đi xa,9,"Bảo mật cao, dễ dàng cài đặt ứng dụng chạy nhanh",5,4,4,5,4,I do not use this bank product,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,Độ uy tín và minh bạch của công ty bảo hiểm cao chính sách điều khoản trong hợp đồng rõ ràng dễ hiểu,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,Not use in recent 1 month,4,Fanpage,Trang Facebook đẹp có nội dung dễ hiểu và được nhiều bạn bè tôi theo dõi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",None of above,Vietcombank,None of above,Vietcombank,,,,,Vietcombank,Vietcombank,Vietcombank,None of above
0AHtStsOQd1B/5wLGBYkhg==,Q1'25,Offline,Ha Noi,AFF,VPBank,VPBank,VPBank,9,"Có nhiều dịch vụ tài chính, giao dịch nhanh ổn định",9,"Ứng dụng hiện đại, dễ dùng, chuyển nhận tiền nhanh",4,5,4,5,5,5,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,"Quyền lợi của khách hàng được ưu tiên, có nhiều gói bảo hiểm phù hợp để lựa chọn",5,Not use in recent 1 month,5,5,Not use in recent 1 month,5,Fanpage,Hiển thị đầy đủ thông báo thông tin quan trọng nhanh chóng cho người dùng,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",VPBank,VPBank,VPBank,VPBank,,,,,VPBank,VPBank,VPBank,VPBank
8Nr0MT0ZQtm1u1bwiOvNBA==,Q1'25,Offline,Ha Noi,AFF,"BIDV,VPBank",BIDV,BIDV,10,"Chất lượng cao, ổn định, bảo mật thông tin của khách hàng tương đối cao",9,"Miễn phí giao dịch, tốc độ chuyển nhận tiền nhanh chóng",4,5,4,5,5,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Debit,"Chất liệu thẻ cứng cáp, màu sắc được chọn theo phong thủy",5,Not use in recent 1 month,5,Not use in recent 1 month,5,5,Branch,"Vị trí thuận tiện, có chỗ để xe rộng rãi, phòng giao dịch sạch sẽ",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",BIDV,BIDV,BIDV,BIDV,,,,,BIDV,BIDV,BIDV,BIDV
19L/w3WN3qAMW4vFTxOqSg==,Q1'25,Offline,Ha Noi,AFF,"Techcombank,ACB",ACB,ACB,9,"Tài khoản nhận lương nên rất yên tâm để sử dụng, ngân hàng lớn, giao dịch nhanh chóng",9,"Có thể chuyển khoản, thanh toán hoá đơn nhanh chóng ngay trên ứng dụng",5,5,5,4,4,I do not use this bank product,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Terms deposit,Có thể gửi tiết kiệm online ngay trên ứng dụng banking với lãi suất khá tốt,Not use in recent 1 month,Not use in recent 1 month,5,Not use in recent 1 month,Not use in recent 1 month,5,Call Center,"Kết nối nhanh, nhân viên chuyên môn cao, nói chuyện dễ nghe",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",ACB,ACB,ACB,ACB,,,,,ACB,ACB,ACB,ACB
x/T7IXKbo3oHf+84+yNXfg==,Q1'25,Offline,Ha Noi,AFF,"Techcombank,Vietcombank",Vietcombank,Vietcombank,9,Ngân hàng của nhà nước nên an toàn khi giao dịch tài chính,9,Dễ sử dụng,4,4,4,5,4,4,4,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Debit,Có đủ hạn mức tiền trong cam kết không mất phí hàng năm,4,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,4,Branch,Lịch sự tất cả nhân viên vui vẻ làm việc chuyên nghiệp,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",Vietcombank,Vietcombank,Vietcombank,Vietcombank,,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank
jrHisVw7Hmm6q/tw4u3qvw==,Q1'25,Offline,Ha Noi,MAF,Techcombank,Techcombank,Techcombank,10,"Là ngân hàng thông dụng có nhiều người dùng, miễn phí khi chuyển khoản và phí duy trì hàng tháng ít phù hợp với mọi người",10,"Ứng dụng đơn giản, có nhiều thông tin hướng dẫn và quảng cáo về các thông tin cập nhật cho tôi , thông báo các hoạt động mỗi khi nhận tiền hoặc chuyển tiền, kiểm soát tiền trong tài khoản mà không cần phải đi in sao kê",5,5,4,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,,,,5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,5,5,ATM,"ATM đuọc lắp đặt ở nhiều nơi thuận tiện để rút tiền, trang bị máy ATM mới,hiện đại bằng cả tiếng anh và tiếng việt, rút tiền nhanh, tiền luôn mới , và phòng đựng máy ATM cũng sạch sẽ, cửa kính sạch đẹp hơn các ngân hàng khác",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,Vietinbank",,,,,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank
KccuI7z+XVwE37zOoG3YjQ==,Q1'25,Offline,Ha Noi,AFF,ACB,ACB,ACB,10,Acb là ngân hàng được đánh giá uy tín tận tâm và có trách nhiệm với khách hàng . Có nhiều sản phẩm phù hợp với khách hàng,9,Sử dụng nhiều tính năng bảo mật cao an toàn cho tài sản của khách hàng,5,4,5,4,4,5,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Credit card,Thoải mái mua sắm và chi tiêu khì sử dụng thẻ tín dụng của ACB với hạn mức thẻ cao,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",ACB,ACB,None of above,BIDV,,,,,ACB,None of above,ACB,None of above
13MOrBOjUdCUcYezQLiAkw==,Q1'25,Offline,Ha Noi,MAF,Techcombank,Techcombank,Techcombank,10,Nhân viên tại phòng giao dịch rất chuyên nghiệp nhiệt tình và chu đáo . Có kiến thức  và chuyên môn về các sản phẩm của ngân hàng,9,"Có nhiều tính năng cần thiết trên ứng dụng như gửi tiết kiệm Online , thanh toán hóa đơn điện nước và nhiều ứng dụng khác . Ứng dụng ít bị lỗi",5,4,4,5,5,I do not use this bank product,5,I do not use this bank product,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,Credit card,Được hưởng nhiều ưu đãi hấp dẫn như giảm giá đơn hàng tại các cái điểm mua sắm,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Techcombank,Techcombank,BIDV,Techcombank,Techcombank,Techcombank,Techcombank,Vietcombank
21bBc8L12wExXZM9+B5Iow==,Q1'25,Offline,Ha Noi,AFF,"VPBank,MBBank",MBBank,MBBank,9,Là ngân hàng quân đội có trách nhiệm và uy tín cao khi giữ tài sản của khách hàng,9,Cho phép khách hàng thực hiện rất nhiều giao dịch trên điện thoại di động mà không cần phải đến trực tiếp chi nhánh tiết kiệm thời gian cho khách hàng,4,5,5,4,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,5,I do not use this bank product,4,Debit,"Hỗ trợ giao dịch bất cứ lúc nào tại mọi nơi từ mua sắm trực tuyến đến các cửa hàng , phí thường niên thấp",Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",MB Bank,None of above,None of above,MB Bank,,,,,MB Bank,MB Bank,None of above,MB Bank
HxQIUlquZ/U1vnOMDQoxJg==,Q1'25,Offline,Ho Chi Minh,AFF,VPBank,VPBank,VPBank,9,"Hạn mức cao, chuyển tiền nhanh không mất phí. Ngân hàng uy tín",10,"Hạn mức chuyển khoản trên ứng dụng cao, hạn chế được việc ra ngân hàng để giao dịch sẽ đỡ tốn thời gian",4,5,4,4,5,4,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"Có nhiều ưu đãi khi gởi tiết kiệm.
Được lựa chọn thời gian với mức lãi hợp lý, lãi ổn định",4,Not use in recent 1 month,4,Not use in recent 1 month,3,3,ATM,"ATM có máy lạnh có chế độ nạp tiền mặt cũng như các ngân hàng khác, cũng rộng và sạch như các ngân hàng khác",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",VPBank,VPBank,VPBank,VPBank,,,,,VPBank,VPBank,VPBank,VPBank
KbT2GFLXbWLrIIpmnUU3Hg==,Q1'25,Offline,Ho Chi Minh,AFF,MBBank,MBBank,MBBank,10,"Ngân hàng quân đội có nền tảng vững chắc nhiều người tin tưởng uy tín của quân đội nhà nước việt nam.
Ứng dụng áp dụng công nghệ hiện đại",9,Trên ứng dụng điện thoại có nhiều tính năng ưu việt và hiện đại. Kết nối nhiều tiện ích giúp người dùng thoải mái khi dùng,4,5,4,4,5,4,5,4,5,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Banca,Bảo hiểm của chính ngân hàng được nhân viên tư vấn kĩ lưỡng cho tôi lựa chọn bảo vệ tốt nhất cho gia đình,5,Not use in recent 1 month,4,Not use in recent 1 month,4,4,ATM,"Có nhiều trụ ATM đặt nhiều nơi dễ dàng rút tiền khi cần, trụ mới chữ in rõ ràng dễ đọc",None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",MB Bank,MB Bank,MB Bank,MB Bank,,,,,MB Bank,MB Bank,MB Bank,MB Bank
jNO1NPZtRmrSzZJ97z4lnw==,Q1'25,Offline,Ho Chi Minh,AFF,MBBank,MBBank,MBBank,10,"Thương hiệu lâu năm có nhiều uy tín. Tác phong nhân viên chuyên nghiệp, nhiệt tình",9,"Logo mb bank nhìn phá cách độc đáo.
Dễ dàng truy cập vào ứng dụng. 
Giao diện dễ hiểu giúp tôi dễ dàng thao tác.",5,4,5,4,4,4,5,I do not use this bank product,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,Terms deposit,"Lãi suất tiền gởi tốt. 
Có thể gởi góp với nhiều kỳ hạn dễ dàng lựa chọn",5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,Màn hình cảm ứng nhạy không bị đơ giúp việc thảo tác trên máy nhanh chóng và dễ dàng hơn.,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",MB Bank,MB Bank,MB Bank,MB Bank,,,,,MB Bank,MB Bank,MB Bank,MB Bank
mTrJaCW+hKULRu3Fmj1vfA==,Q1'25,Offline,Ho Chi Minh,MAF,Vietcombank,Vietcombank,Vietcombank,8,Ngân hàng có nhiều cây atm trên 1 tuyến đường dễ dàng rút tiền khi vào ngày cao điểm giúp mình rút tiền nhanh mà không cần phải xếp hàng,9,"Giao diện áp đẹp ,chuyển khoản nhanh không bị lỗi khi chuyển khoản",5,5,4,4,4,5,4,I do not use this bank product,I do not use this bank product,I do not use this bank product,I do not use this bank product,4,4,Credit card,"Lãi suất đáo hạn rẻ,khi rút tiền có phí hợp",4,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,Branch,Phòng giao dịch rộng ngân viên nhiều khi vào ngân hàng giao dịch nhanh không chờ số thứ tự lâu,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,ACB,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank",,,,,Vietcombank,Vietcombank,Vietcombank,Techcombank,Vietcombank,None of above,Vietcombank,Vietcombank
